Year,firstName,lastName,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21-22,Javonte,Smart,PG,22,MIA,4,0,40,8,17,0.471,4,9,0.444,4,8,0.5,0.588,0,0,,1,4,5,2,2,1,2,1,20
21-22,Marcus,Smart,PG,27,BOS,71,71,2296,300,718,0.418,119,360,0.331,181,358,0.506,0.501,142,179,0.793,42,228,270,417,119,18,159,160,861
21-22,Dennis,Smith,PG,24,POR,37,4,638,79,189,0.418,6,27,0.222,73,162,0.451,0.434,42,64,0.656,20,68,88,132,45,12,51,52,206
21-22,Ish,Smith,PG,33,TOT,65,1,1126,185,430,0.43,25,67,0.373,160,363,0.441,0.459,15,24,0.625,25,115,140,244,47,23,78,78,410
21-22,Ish,Smith,PG,33,CHO,37,1,511,73,185,0.395,10,25,0.4,63,160,0.394,0.422,12,19,0.632,11,46,57,98,20,10,36,34,168
21-22,Ish,Smith,PG,33,WAS,28,0,615,112,245,0.457,15,42,0.357,97,203,0.478,0.488,3,5,0.6,14,69,83,146,27,13,42,44,242
21-22,Jalen,Smith,PF,21,TOT,51,8,924,176,350,0.503,40,122,0.328,136,228,0.596,0.56,78,102,0.765,101,206,307,24,15,41,42,96,470
21-22,Jalen,Smith,PF,21,PHO,29,4,382,63,137,0.46,9,39,0.231,54,98,0.551,0.493,40,52,0.769,55,84,139,6,6,18,22,52,175
21-22,Jalen,Smith,PF,21,IND,22,4,543,113,213,0.531,31,83,0.373,82,130,0.631,0.603,38,50,0.76,46,122,168,18,9,23,20,44,295
21-22,Xavier,Sneed,SF,24,TOT,9,0,39,2,10,0.2,1,8,0.125,1,2,0.5,0.25,0,0,,2,4,6,1,0,0,0,2,5
21-22,Xavier,Sneed,SF,24,MEM,2,0,8,0,2,0,0,2,0,0,0,,0,0,0,,1,1,2,0,0,0,0,2,0
21-22,Xavier,Sneed,SF,24,UTA,7,0,31,2,8,0.25,1,6,0.167,1,2,0.5,0.313,0,0,,1,3,4,1,0,0,0,0,5
21-22,Tony,Snell,SG,30,TOT,53,12,822,69,171,0.404,45,128,0.352,24,43,0.558,0.535,4,4,1,16,87,103,28,16,9,19,70,187
21-22,Tony,Snell,SG,30,POR,38,10,546,36,97,0.371,24,75,0.32,12,22,0.545,0.495,3,3,1,11,61,72,20,8,7,11,44,99
21-22,Tony,Snell,SG,30,NOP,15,2,277,33,74,0.446,21,53,0.396,12,21,0.571,0.588,1,1,1,5,26,31,8,8,2,8,26,88
21-22,Jaden,Springer,SG,19,PHI,2,0,6,1,1,1,0,0,,1,1,1,1,0,0,,1,1,2,0,0,2,1,0,2
21-22,Cassius,Stanley,SG,22,DET,9,1,155,19,46,0.413,4,17,0.235,15,29,0.517,0.457,10,10,1,5,14,19,4,5,2,6,17,52
21-22,Nik,Stauskas,SG,28,TOT,8,0,39,5,14,0.357,4,10,0.4,1,4,0.25,0.5,4,6,0.667,1,2,3,2,0,0,1,1,18
21-22,Nik,Stauskas,SG,28,MIA,2,0,24,3,8,0.375,2,4,0.5,1,4,0.25,0.5,3,4,0.75,1,2,3,1,0,0,0,1,11
21-22,Nik,Stauskas,SG,28,BOS,6,0,15,2,6,0.333,2,6,0.333,0,0,,0.5,1,2,0.5,0,0,0,1,0,0,1,0,7
21-22,Lance,Stephenson,PG-SG,31,TOT,46,1,814,147,323,0.455,27,90,0.3,120,233,0.515,0.497,63,80,0.788,12,115,127,165,24,4,72,96,384
21-22,Lance,Stephenson,SG,31,ATL,6,0,70,5,13,0.385,0,3,0,5,10,0.5,0.385,1,2,0.5,1,14,15,11,0,0,4,8,11
21-22,Lance,Stephenson,PG,31,IND,40,1,744,142,310,0.458,27,87,0.31,115,223,0.516,0.502,62,78,0.795,11,101,112,154,24,4,68,88,373
21-22,Lamar,Stevens,PF,24,CLE,63,13,1015,156,319,0.489,18,65,0.277,138,254,0.543,0.517,53,75,0.707,47,117,164,44,31,18,41,106,383
21-22,Isaiah,Stewart,C,20,DET,71,71,1816,250,490,0.51,15,46,0.326,235,444,0.529,0.526,74,103,0.718,226,391,617,82,22,78,85,211,589
21-22,Max,Strus,SF,25,MIA,68,16,1587,249,564,0.441,181,442,0.41,68,122,0.557,0.602,42,53,0.792,24,178,202,92,28,16,57,116,721
21-22,Jalen,Suggs,PG,20,ORL,48,45,1307,198,548,0.361,42,196,0.214,156,352,0.443,0.4,126,163,0.773,26,145,171,209,59,19,143,142,564
21-22,Craig,Sword,SG,28,WAS,3,0,19,3,4,0.75,0,1,0,3,3,1,0.75,0,0,,0,0,0,1,4,0,1,7,6
21-22,Keifer,Sykes,PG,28,IND,32,11,566,69,190,0.363,27,90,0.3,42,100,0.42,0.434,15,17,0.882,8,37,45,62,12,4,33,51,180
21-22,Jae'Sean,Tate,PF,26,HOU,78,77,2056,363,729,0.498,63,202,0.312,300,527,0.569,0.541,130,184,0.707,135,285,420,222,72,41,139,286,919
21-22,Jayson,Tatum,SF,23,BOS,76,76,2731,708,1564,0.453,230,651,0.353,478,913,0.524,0.526,400,469,0.853,85,524,609,334,75,49,217,174,2046
21-22,Terry,Taylor,PF,22,IND,33,7,714,135,220,0.614,12,38,0.316,123,182,0.676,0.641,36,51,0.706,95,77,172,41,14,8,23,61,318
21-22,Garrett,Temple,SG,35,NOP,59,16,1098,111,295,0.376,59,185,0.319,52,110,0.473,0.476,28,41,0.683,29,114,143,74,43,23,42,81,309
21-22,Emanuel,Terry,PF,25,PHO,3,0,18,0,5,0,0,0,,0,5,0,0,0,0,,8,7,15,2,1,0,5,4,0
21-22,Tyrell,Terry,PG,21,MEM,2,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,1,2
21-22,Jon,Teske,C,24,MEM,3,0,8,0,1,0,0,0,,0,1,0,0,0,2,0,0,2,2,1,1,0,0,1,0
21-22,Daniel,Theis,C,29,TOT,47,27,977,151,291,0.519,33,107,0.308,118,184,0.641,0.576,49,72,0.681,59,169,228,41,20,31,46,111,384
21-22,Daniel,Theis,C,29,HOU,26,21,584,84,179,0.469,23,79,0.291,61,100,0.61,0.534,27,40,0.675,32,98,130,20,11,17,31,62,218
21-22,Daniel,Theis,C,29,BOS,21,6,393,67,112,0.598,10,28,0.357,57,84,0.679,0.643,22,32,0.688,27,71,98,21,9,14,15,49,166
21-22,Brodric,Thomas,SG,25,BOS,12,0,60,8,18,0.444,2,9,0.222,6,9,0.667,0.5,3,5,0.6,2,8,10,11,1,1,6,7,21
21-22,Cam,Thomas,SG,20,BRK,67,2,1176,218,503,0.433,47,174,0.27,171,329,0.52,0.48,87,105,0.829,16,145,161,78,33,8,55,66,570
21-22,Isaiah,Thomas,PG,32,TOT,22,1,333,67,167,0.401,28,83,0.337,39,84,0.464,0.485,22,26,0.846,4,25,29,34,7,5,15,34,184
21-22,Isaiah,Thomas,PG,32,LAL,4,1,101,12,39,0.308,5,22,0.227,7,17,0.412,0.372,8,11,0.727,1,7,8,6,0,2,5,12,37
21-22,Isaiah,Thomas,PG,32,DAL,1,0,13,3,8,0.375,0,3,0,3,5,0.6,0.375,0,0,,0,0,0,4,0,0,0,0,6
21-22,Isaiah,Thomas,PG,32,CHO,17,0,219,52,120,0.433,23,58,0.397,29,62,0.468,0.529,14,15,0.933,3,18,21,24,7,3,10,22,141
21-22,Matt,Thomas,SG,27,CHI,40,0,459,55,134,0.41,35,91,0.385,20,43,0.465,0.541,16,20,0.8,3,47,50,20,8,3,8,18,161
21-22,Klay,Thompson,SG,31,GSW,32,32,941,246,573,0.429,114,296,0.385,132,277,0.477,0.529,46,51,0.902,15,110,125,88,16,17,43,54,652
21-22,Tristan,Thompson,PF,30,TOT,57,6,896,141,267,0.528,1,3,0.333,140,264,0.53,0.53,61,116,0.526,120,168,288,34,23,21,45,98,344
21-22,Tristan,Thompson,PF,30,SAC,30,3,455,76,151,0.503,1,1,1,75,150,0.5,0.507,32,60,0.533,72,89,161,18,11,12,29,52,185
21-22,Tristan,Thompson,PF,30,IND,4,0,66,13,24,0.542,0,0,,13,24,0.542,0.542,3,8,0.375,7,11,18,2,0,2,4,7,29
21-22,Tristan,Thompson,PF,30,CHI,23,3,376,52,92,0.565,0,2,0,52,90,0.578,0.565,26,48,0.542,41,68,109,14,12,7,12,39,130
21-22,JT,Thor,PF,19,CHO,33,0,262,24,55,0.436,7,27,0.259,17,28,0.607,0.5,12,20,0.6,11,32,43,19,8,11,10,26,67
21-22,Matisse,Thybulle,SG,24,PHI,66,50,1685,150,300,0.5,45,144,0.313,105,156,0.673,0.575,34,43,0.791,42,109,151,75,115,71,39,158,379
21-22,Killian,Tillie,C,23,MEM,36,3,461,43,127,0.339,27,86,0.314,16,41,0.39,0.445,5,8,0.625,21,39,60,22,23,15,13,58,118
21-22,Xavier,Tillman,PF,23,MEM,53,2,701,98,216,0.454,10,49,0.204,88,167,0.527,0.477,46,71,0.648,66,95,161,62,49,15,34,63,252
21-22,Isaiah,Todd,PF,20,WAS,12,0,74,7,26,0.269,4,16,0.25,3,10,0.3,0.346,2,6,0.333,3,9,12,4,4,2,4,4,20
21-22,Obi,Toppin,PF,23,NYK,72,10,1230,251,473,0.531,52,169,0.308,199,304,0.655,0.586,94,124,0.758,69,199,268,77,25,33,56,102,648
21-22,Juan,Toscano-Anderson,SF,28,GSW,73,6,994,115,235,0.489,28,87,0.322,87,148,0.588,0.549,40,70,0.571,28,148,176,127,48,17,68,115,298
21-22,Karl-Anthony,Towns,C,26,MIN,74,74,2476,642,1214,0.529,150,366,0.41,492,848,0.58,0.591,384,467,0.822,194,533,727,269,72,83,226,267,1818
21-22,Gary,Trent,SG,23,TOR,70,69,2448,450,1086,0.414,209,545,0.383,241,541,0.445,0.511,174,204,0.853,26,165,191,141,122,19,73,144,1283
21-22,P.J.,Tucker,PF,36,MIA,71,70,1981,207,428,0.484,80,193,0.415,127,235,0.54,0.577,45,61,0.738,100,287,387,149,58,15,66,161,539
21-22,Rayjon,Tucker,SG,24,TOT,5,0,71,6,9,0.667,4,5,0.8,2,4,0.5,0.889,5,7,0.714,3,5,8,10,4,0,1,5,21
21-22,Rayjon,Tucker,SG,24,DEN,3,0,29,1,2,0.5,1,2,0.5,0,0,,0.75,3,4,0.75,1,3,4,4,1,0,0,3,6
21-22,Rayjon,Tucker,SG,24,MIL,2,0,42,5,7,0.714,3,3,1,2,4,0.5,0.929,2,3,0.667,2,2,4,6,3,0,1,2,15
21-22,Myles,Turner,C,25,IND,42,42,1235,200,393,0.509,61,183,0.333,139,210,0.662,0.587,79,105,0.752,65,232,297,44,28,118,54,119,540
21-22,Jonas,Valan?i?nas,C,29,NOP,74,74,2240,510,938,0.544,57,158,0.361,453,780,0.581,0.574,237,289,0.82,226,617,843,190,41,60,179,247,1314
21-22,Denzel,Valentine,SG,28,TOT,24,0,222,25,66,0.379,19,47,0.404,6,19,0.316,0.523,0,0,,9,33,42,11,8,0,12,20,69
21-22,Denzel,Valentine,SG,28,CLE,22,0,204,23,62,0.371,18,44,0.409,5,18,0.278,0.516,0,0,,9,29,38,11,7,0,10,17,64
21-22,Denzel,Valentine,SG,28,UTA,2,0,18,2,4,0.5,1,3,0.333,1,1,1,0.625,0,0,,0,4,4,0,1,0,2,3,5
21-22,Jarred,Vanderbilt,PF,22,MIN,74,67,1880,212,361,0.587,2,14,0.143,210,347,0.605,0.59,86,131,0.656,215,409,624,94,99,46,73,181,512
21-22,Fred,VanVleet,PG,27,TOR,65,65,2462,442,1097,0.403,242,642,0.377,200,455,0.44,0.513,194,222,0.874,44,245,289,434,111,35,170,162,1320
21-22,Devin,Vassell,SF,21,SAS,71,32,1937,326,764,0.427,137,380,0.361,189,384,0.492,0.516,83,99,0.838,44,262,306,136,76,41,58,143,872
21-22,Gabe,Vincent,PG,25,MIA,68,27,1589,214,513,0.417,119,323,0.368,95,190,0.5,0.533,44,54,0.815,22,104,126,210,62,12,98,158,591
21-22,Nikola,Vu?evi?,C,31,CHI,73,73,2418,546,1154,0.473,104,331,0.314,442,823,0.537,0.518,92,121,0.76,142,662,804,236,70,71,136,181,1288
21-22,Dean,Wade,PF,25,CLE,51,28,980,99,217,0.456,51,142,0.359,48,75,0.64,0.574,20,30,0.667,31,119,150,52,29,7,16,88,269
21-22,Franz,Wagner,SF,20,ORL,79,79,2429,456,975,0.468,96,271,0.354,360,704,0.511,0.517,189,219,0.863,84,272,356,231,68,34,119,164,1197
21-22,Moritz,Wagner,C,24,ORL,63,3,960,197,396,0.497,66,201,0.328,131,195,0.672,0.581,104,129,0.806,42,190,232,87,20,13,56,123,564
21-22,Ish,Wainright,PF,27,PHO,45,0,359,41,104,0.394,19,59,0.322,22,45,0.489,0.486,7,12,0.583,27,27,54,15,20,6,13,49,108
21-22,Kemba,Walker,PG,31,NYK,37,37,948,149,370,0.403,73,199,0.367,76,171,0.444,0.501,60,71,0.845,14,97,111,131,26,7,48,37,431
21-22,Lonnie,Walker,SG,23,SAS,70,6,1612,311,764,0.407,111,353,0.314,200,411,0.487,0.48,116,148,0.784,18,163,181,152,44,19,71,98,849
21-22,M.J.,Walker,SG,23,PHO,2,0,8,0,4,0,0,2,0,0,2,0,0,0,0,,0,1,1,1,2,0,0,1,0
21-22,Tyrone,Wallace,SG,27,NOP,6,0,75,7,20,0.35,2,8,0.25,5,12,0.417,0.4,1,5,0.2,0,8,8,1,3,1,2,7,17
21-22,Derrick,Walton,PG,26,DET,3,3,108,6,26,0.231,3,13,0.231,3,13,0.231,0.288,4,4,1,2,8,10,21,7,4,11,8,19
21-22,Brad,Wanamaker,PG,32,TOT,23,2,320,28,77,0.364,4,17,0.235,24,60,0.4,0.39,23,25,0.92,6,33,39,55,7,6,23,45,83
21-22,Brad,Wanamaker,PG,32,IND,22,1,293,26,72,0.361,4,17,0.235,22,55,0.4,0.389,20,22,0.909,6,29,35,48,5,6,23,42,76
21-22,Brad,Wanamaker,PG,32,WAS,1,1,27,2,5,0.4,0,0,,2,5,0.4,0.4,3,3,1,0,4,4,7,2,0,0,3,7
21-22,Duane,Washington,PG,21,IND,48,7,968,173,427,0.405,81,215,0.377,92,212,0.434,0.5,46,61,0.754,4,79,83,85,26,3,57,66,473
21-22,P.J.,Washington,C,23,CHO,65,28,1768,250,532,0.47,110,301,0.365,140,231,0.606,0.573,58,81,0.716,82,255,337,147,57,61,82,152,668
21-22,Yuta,Watanabe,SF,27,TOR,38,4,445,56,138,0.406,27,79,0.342,29,59,0.492,0.504,24,40,0.6,18,74,92,21,11,16,19,38,163
21-22,Lindy,Waters,SG,24,OKC,25,1,465,71,175,0.406,53,146,0.363,18,29,0.621,0.557,4,5,0.8,6,67,73,24,19,8,11,31,199
21-22,Tremont,Waters,PG,24,TOT,3,0,50,4,14,0.286,2,9,0.222,2,5,0.4,0.357,0,0,,0,4,4,7,5,0,4,4,10
21-22,Tremont,Waters,PG,24,TOR,2,0,42,3,12,0.25,2,9,0.222,1,3,0.333,0.333,0,0,,0,4,4,7,4,0,4,2,8
21-22,Tremont,Waters,PG,24,WAS,1,0,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,1,0,0,2,2
21-22,Trendon,Watford,SF,21,POR,48,10,869,142,267,0.532,9,38,0.237,133,229,0.581,0.549,71,94,0.755,57,142,199,81,25,28,44,116,364
21-22,Paul,Watson,SF,27,OKC,9,3,156,12,35,0.343,6,26,0.231,6,9,0.667,0.429,1,2,0.5,3,24,27,8,3,3,4,10,31
21-22,Quinndary,Weatherspoon,SG,25,GSW,11,0,73,12,21,0.571,1,5,0.2,11,16,0.688,0.595,5,5,1,2,12,14,5,1,1,3,15,30
21-22,Russell,Westbrook,PG,33,LAL,78,78,2678,548,1233,0.444,79,265,0.298,469,968,0.485,0.476,266,399,0.667,110,470,580,550,75,20,295,235,1441
21-22,Coby,White,PG,21,CHI,61,17,1675,279,644,0.433,136,353,0.385,143,291,0.491,0.539,78,91,0.857,17,165,182,176,29,11,70,137,772
21-22,Derrick,White,SG,27,TOT,75,52,2199,337,800,0.421,115,369,0.312,222,431,0.515,0.493,203,235,0.864,38,223,261,366,64,58,119,172,992
21-22,Derrick,White,SG,27,SAS,49,48,1486,243,570,0.426,81,258,0.314,162,312,0.519,0.497,139,160,0.869,25,148,173,274,49,42,87,116,706
21-22,Derrick,White,SG,27,BOS,26,4,713,94,230,0.409,34,111,0.306,60,119,0.504,0.483,64,75,0.853,13,75,88,92,15,16,32,56,286
21-22,Hassan,Whiteside,C,32,UTA,65,8,1162,215,330,0.652,0,0,,215,330,0.652,0.652,104,167,0.623,166,328,494,26,22,103,53,179,534
21-22,Joe,Wieskamp,SG,22,SAS,29,0,205,20,56,0.357,14,43,0.326,6,13,0.462,0.482,7,13,0.538,4,10,14,9,4,3,2,14,61
21-22,Aaron,Wiggins,SG,23,OKC,50,35,1209,156,337,0.463,42,138,0.304,114,199,0.573,0.525,62,85,0.729,51,127,178,68,30,10,54,93,416
21-22,Andrew,Wiggins,SF,26,GSW,73,73,2330,475,1019,0.466,157,399,0.393,318,620,0.513,0.543,149,235,0.634,85,240,325,161,76,51,111,158,1256
21-22,Lindell,Wigginton,PG,23,MIL,19,0,199,26,61,0.426,9,26,0.346,17,35,0.486,0.5,19,35,0.543,3,22,25,23,5,1,12,17,80
21-22,Brandon,Williams,PG,22,POR,24,16,640,105,282,0.372,31,106,0.292,74,176,0.42,0.427,68,97,0.701,19,55,74,94,24,10,58,52,309
21-22,Grant,Williams,PF,23,BOS,77,21,1875,205,432,0.475,106,258,0.411,99,174,0.569,0.597,86,95,0.905,64,210,274,78,38,57,62,186,602
21-22,Kenrich,Williams,SF,27,OKC,49,0,1072,146,317,0.461,41,121,0.339,105,196,0.536,0.525,30,55,0.545,75,145,220,108,44,10,46,81,363
21-22,Lou,Williams,PG,35,ATL,56,0,799,125,320,0.391,37,102,0.363,88,218,0.404,0.448,67,78,0.859,16,71,87,105,28,3,43,48,354
21-22,Patrick,Williams,PF,20,CHI,17,9,422,54,102,0.529,15,29,0.517,39,73,0.534,0.603,30,41,0.732,17,52,69,15,9,9,16,28,153
21-22,Robert,Williams,C,24,BOS,61,61,1804,271,368,0.736,0,1,0,271,367,0.738,0.736,65,90,0.722,238,350,588,121,56,134,63,137,607
21-22,Ziaire,Williams,SF,20,MEM,62,31,1346,191,424,0.45,76,242,0.314,115,182,0.632,0.54,43,55,0.782,26,103,129,65,35,12,41,113,501
21-22,D.J.,Wilson,PF,25,TOR,4,1,54,11,15,0.733,0,2,0,11,13,0.846,0.733,8,10,0.8,1,15,16,5,5,1,2,6,30
21-22,Dylan,Windler,SF,25,CLE,50,0,459,37,98,0.378,21,70,0.3,16,28,0.571,0.485,15,18,0.833,21,68,89,34,14,3,16,47,110
21-22,Justise,Winslow,PF,25,TOT,48,11,775,110,257,0.428,15,66,0.227,95,191,0.497,0.457,39,66,0.591,50,152,202,84,35,25,49,67,274
21-22,Justise,Winslow,PF,25,LAC,37,1,480,63,141,0.447,5,29,0.172,58,112,0.518,0.465,25,41,0.61,30,103,133,52,21,18,37,46,156
21-22,Justise,Winslow,PF,25,POR,11,10,295,47,116,0.405,10,37,0.27,37,79,0.468,0.448,14,25,0.56,20,49,69,32,14,7,12,21,118
21-22,Cassius,Winston,PG,23,WAS,7,0,39,4,11,0.364,2,6,0.333,2,5,0.4,0.455,4,4,1,0,1,1,7,0,0,3,9,14
21-22,Christian,Wood,C,26,HOU,68,67,2094,440,878,0.501,131,336,0.39,309,542,0.57,0.576,207,332,0.623,110,576,686,155,54,65,126,171,1218
21-22,Robert,Woodard,SF,22,SAC,12,0,42,2,16,0.125,1,4,0.25,1,12,0.083,0.156,2,2,1,5,6,11,3,1,1,1,3,7
21-22,Delon,Wright,SG,29,ATL,77,8,1452,122,269,0.454,44,116,0.379,78,153,0.51,0.535,54,63,0.857,50,170,220,188,93,19,45,56,342
21-22,McKinley,Wright,PG,23,MIN,5,0,19,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,,0,0,0,3,0,0,1,1,5
21-22,Moses,Wright,PF,23,TOT,4,0,15,1,4,0.25,0,1,0,1,3,0.333,0.25,3,3,1,1,2,3,2,0,1,0,0,5
21-22,Moses,Wright,PF,23,LAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
21-22,Moses,Wright,PF,23,DAL,3,0,13,1,4,0.25,0,1,0,1,3,0.333,0.25,3,3,1,1,2,3,1,0,1,0,0,5
21-22,Gabe,York,SG,28,IND,2,0,21,2,7,0.286,1,6,0.167,1,1,1,0.357,3,5,0.6,0,2,2,4,2,1,1,4,8
21-22,Thaddeus,Young,PF,33,TOT,52,1,845,141,272,0.518,17,48,0.354,124,224,0.554,0.55,23,49,0.469,80,128,208,104,54,18,52,81,322
21-22,Thaddeus,Young,PF,33,SAS,26,1,370,74,128,0.578,0,5,0,74,123,0.602,0.578,10,22,0.455,40,53,93,59,23,7,30,38,158
21-22,Thaddeus,Young,PF,33,TOR,26,0,475,67,144,0.465,17,43,0.395,50,101,0.495,0.524,13,27,0.481,40,75,115,45,31,11,22,43,164
21-22,Trae,Young,PG,23,ATL,76,76,2652,711,1544,0.46,233,610,0.382,478,934,0.512,0.536,500,553,0.904,50,234,284,737,72,7,303,128,2155
21-22,Omer,Yurtseven,C,23,MIA,56,12,706,130,247,0.526,1,11,0.091,129,236,0.547,0.528,38,61,0.623,85,209,294,49,17,20,41,84,299
21-22,Cody,Zeller,C,29,POR,27,0,355,51,90,0.567,0,4,0,51,86,0.593,0.567,38,49,0.776,50,75,125,22,8,6,19,56,140
21-22,Ivica,Zubac,C,24,LAC,76,76,1852,310,495,0.626,0,0,,310,495,0.626,0.626,165,227,0.727,217,427,644,120,36,77,114,203,785
20-21,Precious,Achiuwa,PF,21,MIA,61,4,737,124,228,0.544,0,1,0,124,227,0.546,0.544,56,110,0.509,73,135,208,29,20,28,43,91,304
20-21,Jaylen,Adams,PG,24,MIL,7,0,18,1,8,0.125,0,2,0,1,6,0.167,0.125,0,0,,0,3,3,2,0,0,0,1,2
20-21,Steven,Adams,C,27,NOP,58,58,1605,189,308,0.614,0,3,0,189,305,0.62,0.614,60,135,0.444,213,301,514,111,54,38,78,113,438
20-21,Bam,Adebayo,C,23,MIA,64,64,2143,456,800,0.57,2,8,0.25,454,792,0.573,0.571,283,354,0.799,142,431,573,346,75,66,169,145,1197
20-21,LaMarcus,Aldridge,C,35,TOT,26,23,674,140,296,0.473,31,80,0.388,109,216,0.505,0.525,41,47,0.872,19,99,118,49,11,29,27,47,352
20-21,LaMarcus,Aldridge,C,35,SAS,21,18,544,115,248,0.464,27,75,0.36,88,173,0.509,0.518,31,37,0.838,17,77,94,36,8,18,20,36,288
20-21,LaMarcus,Aldridge,C,35,BRK,5,5,130,25,48,0.521,4,5,0.8,21,43,0.488,0.563,10,10,1,2,22,24,13,3,11,7,11,64
20-21,Ty-Shon,Alexander,SG,22,PHO,15,0,47,3,12,0.25,2,9,0.222,1,3,0.333,0.333,1,2,0.5,2,8,10,6,0,1,3,2,9
20-21,Nickeil,Alexander-Walker,SG,22,NOP,46,13,1007,192,458,0.419,76,219,0.347,116,239,0.485,0.502,48,66,0.727,13,131,144,102,47,22,69,88,508
20-21,Grayson,Allen,SG,25,MEM,50,38,1259,173,414,0.418,107,274,0.391,66,140,0.471,0.547,79,91,0.868,19,141,160,108,46,8,48,71,532
20-21,Jarrett,Allen,C,22,TOT,63,45,1864,298,482,0.618,6,19,0.316,292,463,0.631,0.624,204,290,0.703,196,435,631,106,32,90,100,96,806
20-21,Jarrett,Allen,C,22,BRK,12,5,320,44,65,0.677,0,0,,44,65,0.677,0.677,46,61,0.754,38,87,125,20,7,19,22,21,134
20-21,Jarrett,Allen,C,22,CLE,51,40,1544,254,417,0.609,6,19,0.316,248,398,0.623,0.616,158,229,0.69,158,348,506,86,25,71,78,75,672
20-21,Al-Farouq,Aminu,PF,30,TOT,23,14,434,38,99,0.384,8,37,0.216,30,62,0.484,0.424,18,22,0.818,22,88,110,31,19,9,28,29,102
20-21,Al-Farouq,Aminu,PF,30,ORL,17,14,367,36,89,0.404,7,31,0.226,29,58,0.5,0.444,14,17,0.824,20,71,91,29,17,9,25,22,93
20-21,Al-Farouq,Aminu,PF,30,CHI,6,0,67,2,10,0.2,1,6,0.167,1,4,0.25,0.25,4,5,0.8,2,17,19,2,2,0,3,7,9
20-21,Kyle,Anderson,PF,27,MEM,69,69,1887,308,658,0.468,94,261,0.36,214,397,0.539,0.54,144,184,0.783,52,344,396,250,84,57,86,120,854
20-21,Giannis,Antetokounmpo,PF,26,MIL,61,61,2013,626,1100,0.569,67,221,0.303,559,879,0.636,0.6,398,581,0.685,97,574,671,357,72,73,207,168,1717
20-21,Kostas,Antetokounmpo,PF,23,LAL,15,0,56,3,10,0.3,0,0,,3,10,0.3,0.3,6,13,0.462,4,15,19,1,2,4,11,8,12
20-21,Thanasis,Antetokounmpo,SF,28,MIL,57,3,551,67,137,0.489,7,29,0.241,60,108,0.556,0.515,25,49,0.51,54,70,124,46,22,10,43,74,166
20-21,Carmelo,Anthony,PF,36,POR,69,3,1690,327,777,0.421,133,325,0.409,194,452,0.429,0.506,137,154,0.89,32,182,214,104,46,38,61,144,924
20-21,Cole,Anthony,PG,20,ORL,47,34,1273,219,552,0.397,58,172,0.337,161,380,0.424,0.449,109,131,0.832,38,183,221,192,30,18,106,98,605
20-21,OG,Anunoby,SF,23,TOR,43,43,1433,249,519,0.48,104,261,0.398,145,258,0.562,0.58,80,102,0.784,54,183,237,94,66,32,75,114,682
20-21,Ryan,Arcidiacono,PG,26,CHI,44,0,450,49,117,0.419,25,67,0.373,24,50,0.48,0.526,13,20,0.65,5,62,67,56,9,0,10,47,136
20-21,Trevor,Ariza,SF,35,MIA,30,27,841,99,241,0.411,50,143,0.35,49,98,0.5,0.515,34,44,0.773,27,117,144,55,31,18,21,55,282
20-21,D.J.,Augustin,PG,33,TOT,57,12,1129,135,343,0.394,83,217,0.382,52,126,0.413,0.515,85,94,0.904,20,74,94,188,28,1,65,56,438
20-21,D.J.,Augustin,PG,33,MIL,37,6,713,71,192,0.37,49,129,0.38,22,63,0.349,0.497,36,40,0.9,11,39,50,110,20,1,34,33,227
20-21,D.J.,Augustin,PG,33,HOU,20,6,416,64,151,0.424,34,88,0.386,30,63,0.476,0.536,49,54,0.907,9,35,44,78,8,0,31,23,211
20-21,Deni,Avdija,SF,20,WAS,54,32,1257,130,312,0.417,53,168,0.315,77,144,0.535,0.502,29,45,0.644,22,240,262,63,32,15,33,140,342
20-21,Deandre,Ayton,C,22,PHO,69,69,2115,430,687,0.626,4,20,0.2,426,667,0.639,0.629,133,173,0.769,228,499,727,99,41,81,103,196,997
20-21,Udoka,Azubuike,C,21,UTA,15,0,57,4,9,0.444,0,0,,4,9,0.444,0.444,8,10,0.8,4,9,13,0,1,4,3,9,16
20-21,Dwayne,Bacon,SG,25,ORL,72,50,1853,292,726,0.402,59,207,0.285,233,519,0.449,0.443,145,176,0.824,31,193,224,93,45,5,46,103,788
20-21,Marvin,Bagley,PF,21,SAC,43,42,1112,247,490,0.504,37,108,0.343,210,382,0.55,0.542,77,134,0.575,106,212,318,43,21,21,59,100,608
20-21,LaMelo,Ball,PG,19,CHO,51,31,1469,293,672,0.436,92,261,0.352,201,411,0.489,0.504,125,165,0.758,63,239,302,313,81,18,145,136,803
20-21,Lonzo,Ball,PG,23,NOP,55,55,1747,290,700,0.414,172,455,0.378,118,245,0.482,0.537,50,64,0.781,33,230,263,316,82,31,123,103,802
